repo,module,category,vendors,license,is_oca,16.0_present,17.0_present,18.0_present,19.0_present,master_present,16.0_state,17.0_state,18.0_state,19.0_state,master_state,16.0_status,17.0_status,18.0_status,19.0_status,master_status,16.0_cause,17.0_cause,18.0_cause,19.0_cause,master_cause,16.0_installable,17.0_installable,18.0_installable,19.0_installable,master_installable,16.0_version,17.0_version,18.0_version,19.0_version,master_version,16.0_image,17.0_image,18.0_image,19.0_image,master_image,16.0_run_date,17.0_run_date,18.0_run_date,19.0_run_date,master_run_date
geospatial,web_leaflet_draw_lib,Extra Tools,Advance Insight,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
geospatial,web_leaflet_lib,Extra Tools,GRAP,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.0,17.0.1.0.0,18.0.1.1.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
geospatial,web_view_google_map,Extra Tools,Open Source Integrators;Gray Matter Logic,AGPL-3,1,0,0,0,1,0,,,,verified,,,,,ok,,,,,,,,,,1,,,,,19.0.1.0.2,,,,,odoo:19.0,,,,,2026-08-19,
geospatial,web_view_leaflet_map,Extra Tools,GRAP,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.2.0.0,,18.0.1.1.2,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
geospatial,web_view_leaflet_map_partner,Extra Tools,GRAP,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.0.1,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
geospatial,website_geoengine,GeoBI,Camptocamp,AGPL-3,1,1,0,0,0,0,verified,,,,,fail,,,,,sql_error,,,,,1,,,,,,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-21,,,,
geospatial,website_geoengine_store_locator,GeoBI,Camptocamp,AGPL-3,1,1,0,0,0,0,verified,,,,,fail,,,,,sql_error,,,,,1,,,,,,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-21,,,,
helpdesk,helpdesk_mgmt,After-Sales,AdaptiveCity;Tecnativa;ForgeFlow;C2i Change 2 Improve;Domatix;Factor Libre;SDi Soluciones,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.2.13.1,17.0.1.10.4,18.0.1.17.1,19.0.1.1.1,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
helpdesk,helpdesk_mgmt_account,,ACSONE SA/NV,AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.0,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-21,,,,
helpdesk,helpdesk_mgmt_activity,,Cetmix OÜ,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
helpdesk,helpdesk_mgmt_assign_method,,Escodoo,AGPL-3,1,1,1,0,0,0,verified,verified,,,,ok,ok,,,,,,,,,1,1,,,,16.0.1.0.0,17.0.1.0.0,,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,,,,2026-08-21,2026-08-20,,,
helpdesk,helpdesk_mgmt_crm,After-Sales,Tecnativa,AGPL-3,1,0,1,1,0,0,,verified,verified,,,,ok,ok,,,,,,,,,1,1,,,,17.0.1.0.2,18.0.1.0.1,,,,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,,2026-08-21,2026-08-19,,
helpdesk,helpdesk_mgmt_fieldservice,,Open Source Integrators;Escodoo,AGPL-3,1,1,0,1,1,0,verified,,verified,verified,,ok,,ok,ok,,,,,,,1,,1,1,,16.0.1.1.0,,18.0.1.1.3,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,odoo:19.0,,2026-08-22,,2026-08-19,2026-08-19,
helpdesk,helpdesk_mgmt_fieldservice_equipment,HelpDesk Service,Camptocamp,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
helpdesk,helpdesk_mgmt_fieldservice_equipment_warranty,HelpDesk Service,Camptocamp,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
helpdesk,helpdesk_mgmt_fieldservice_project,,Camptocamp,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
helpdesk,helpdesk_mgmt_merge,After-Sales,Onestein,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.2,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
helpdesk,helpdesk_mgmt_portal_follower,Helpdesk,Advanced Programming Solutions S.L. - APSL - Nagarro;Bernat Obrador;Patryk Pyczko;Miquel Pascual,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.1,17.0.1.1.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-22,2026-08-20,2026-08-19,,
helpdesk,helpdesk_mgmt_project,After-Sales,PuntSistemes S.L.U.,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.2.3.1,17.0.1.2.0,18.0.1.3.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
helpdesk,helpdesk_mgmt_project_domain,,Escodoo,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.2.0.0,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-21,2026-08-19,,
helpdesk,helpdesk_mgmt_project_stage,After-Sales,Hunki Enterprises BV,AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.1,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-21,,,,
helpdesk,helpdesk_mgmt_rating,After-Sales,Domatix;Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.1,17.0.1.0.2,18.0.1.0.2,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
helpdesk,helpdesk_mgmt_sale,Sales Management,Tecnativa,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.1,17.0.1.0.2,18.0.2.1.1,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-21,2026-08-19,,
helpdesk,helpdesk_mgmt_sale_project,Hidden,Camptocamp,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
helpdesk,helpdesk_mgmt_sla,After-Sales,GARCO Consulting,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.0,17.0.2.0.0,18.0.2.1.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
helpdesk,helpdesk_mgmt_stage_validation,After-Sales,Camptocamp,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.1,17.0.1.1.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
helpdesk,helpdesk_mgmt_stock,,ACSONE SA/NV,AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.0,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-21,,,,
helpdesk,helpdesk_mgmt_team_partner,Helpdesk,Solvosci,AGPL-3,1,0,1,0,0,0,,verified,,,,,ok,,,,,,,,,,1,,,,,17.0.1.0.0,,,,,modidx/odoo:17.0-deps-20260820,,,,,2026-08-20,,,
helpdesk,helpdesk_mgmt_template,,Cetmix OÜ,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
helpdesk,helpdesk_mgmt_timesheet,After-Sales,Aresoltec Canarias;Punt Sistemes;SDi Soluciones Digitales;Solvos,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.7.2,17.0.1.0.4,18.0.1.2.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-21,2026-08-19,,
helpdesk,helpdesk_mgmt_timesheet_sale,,Dixmit,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
helpdesk,helpdesk_mgmtsystem_nonconformity,After-Sales,Tecnativa,AGPL-3,1,0,1,0,0,0,,verified,,,,,ok,,,,,,,,,,1,,,,,17.0.1.0.0,,,,,modidx/odoo:17.0-deps-20260820,,,,,2026-08-20,,,
helpdesk,helpdesk_motive,,Binhex;Konos;Open Source Integrators,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.2,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-22,,2026-08-19,,
helpdesk,helpdesk_portal_priority,Helpdesk,Lansana Barry Sow;APSL-Nagarro,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.1.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-22,,2026-08-19,,
helpdesk,helpdesk_portal_restriction,Helpdesk,Lansana Barry Sow;APSL-Nagarro,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.1,17.0.1.0.0,18.0.1.1.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
helpdesk,helpdesk_product,After-Sales,ForgeFlow,AGPL-3,1,1,0,1,1,0,verified,,verified,verified,,ok,,ok,ok,,,,,,,1,,1,1,,16.0.1.0.1,,18.0.1.1.0,19.0.1.1.0,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,odoo:19.0,,2026-08-22,,2026-08-19,2026-08-19,
helpdesk,helpdesk_ticket_close_inactive,Helpdesk,APSL-Nagarro,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.1.2,17.0.1.1.2,18.0.1.1.3,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
helpdesk,helpdesk_ticket_open_tab,Helpdesk,Antoni Marroig;APSL-Nagarro,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
helpdesk,helpdesk_ticket_partner_response,Helpdesk,Antoni Marroig;APSL-Nagarro,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.1.0,17.0.1.0.2,18.0.1.3.0,19.0.1.3.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
helpdesk,helpdesk_ticket_related,Helpdesk,Antoni Marroig;APSL-Nagarro,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
helpdesk,helpdesk_timesheet_time_type,Helpdesk,Lansana Barry Sow;APSL-Nagarro,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.1,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-21,2026-08-19,,
helpdesk,helpdesk_timesheet_time_type_non_billable,Helpdesk,APSL-Nagarro,AGPL-3,1,0,1,0,0,0,,verified,,,,,ok,,,,,,,,,,1,,,,,17.0.1.0.0,,,,,modidx/odoo:17.0-deps-20260820,,,,,2026-08-20,,,
helpdesk,helpdesk_type,,Konos;Open Source Integrators,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.1.0,17.0.1.1.1,18.0.1.2.1,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
helpdesk,helpdesk_type_sla,HelpDesk Service,Camptocamp,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
helpdesk,website_helpdesk_mgmt,After-Sales,Tecnativa,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
hr,hr_accident,Human Resources,ForgeFlow,AGPL-3,1,0,1,0,0,0,,verified,,,,,ok,,,,,,,,,,1,,,,,17.0.1.0.0,,,,,modidx/odoo:17.0-deps-20260820,,,,,2026-08-21,,,
hr,hr_announcement,Server UX,Tecnativa,AGPL-3,1,0,1,0,0,0,,verified,,,,,ok,,,,,,,,,,1,,,,,17.0.1.0.0,,,,,modidx/odoo:17.0-deps-20260820,,,,,2026-08-21,,,
hr,hr_appraisal_oca,Human Resources/Employees,Fundación Esment,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.2.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
hr,hr_collective_agreement,Human Resources,Sygel,LGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
hr,hr_collective_agreement_partner,Human Resources,Sygel,LGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
hr,hr_contract_bonus,HR,APSL-Nagarro,AGPL-3,1,0,1,0,0,0,,verified,,,,,ok,,,,,,,,,,1,,,,,17.0.1.0.0,,,,,modidx/odoo:17.0-deps-20260820,,,,,2026-08-21,,,
hr,hr_contract_document,Human Resources,CorporateHub,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.0.1,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
hr,hr_contract_employee_calendar_planning,Human Resources,cibex,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.2,,18.0.1.0.2,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
hr,hr_contract_multi_job,Generic Modules/Human Resources,Savoir-faire Linux;Fekete Mihai (Forest and Biomass Services Romania),AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.0,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-22,,,,
hr,hr_contract_reference,Generic Modules/Human Resources,Michael Telahun Makonnen;Fekete Mihai (Forest and Biomass Services Romania),AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.1,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-22,,2026-08-19,,
hr,hr_contract_renew,,Dixmit,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
hr,hr_course,,Creu Blanca,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.1.2,17.0.1.0.1,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
hr,hr_course_survey,,Creu Blanca,AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.0,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-21,,,,
hr,hr_department_code,Human Resources,Ecosoft,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
hr,hr_department_deputy,Human Resources,Ecosoft,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
hr,hr_employee_age,Human Resources,Salton Massally <smassally@idtlabs.sl>,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
hr,hr_employee_bank_restrict,Human Resources/Employees,Moduon,LGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
hr,hr_employee_birth_name,Human Resources,Camptocamp SA;Open Source Integrators,AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.0,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-22,,,,
hr,hr_employee_birthday_mail,,ForgeFlow,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.1.0,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
hr,hr_employee_calendar_planning,Human Resources,Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.1.11,17.0.1.0.4,18.0.1.0.2,19.0.1.0.1,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
hr,hr_employee_digitized_signature,Human Resources,Ecosoft,AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.0,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-21,,,,
hr,hr_employee_document,Human Resources,CorporateHub,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.1,17.0.1.0.1,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
hr,hr_employee_document_from_applicant,,Open Source Integrators,AGPL-3,1,1,1,0,0,0,verified,verified,,,,ok,ok,,,,,,,,,1,1,,,,16.0.1.0.0,17.0.1.0.0,,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,,,,2026-08-21,2026-08-20,,,
hr,hr_employee_firstname,Human Resources,Savoir-faire Linux;Fekete Mihai (Forest and Biomass Services Romania);Onestein,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.3,17.0.1.0.2,18.0.1.0.1,19.0.1.1.1,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-22,2026-08-20,2026-08-19,2026-08-19,
hr,hr_employee_firstname_partner_firstname,Human Resources,GRAP,AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.1,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-21,,,,
hr,hr_employee_group_overview_readonly,Accounting,Open Source Integrators,AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.0,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-22,,,,
hr,hr_employee_id,Generic Modules/Human Resources,CorporateHub;Michael Telahun Makonnen;OpenSynergy Indonesia;Camptocamp,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
hr,hr_employee_language,Human Resources,Savoir-faire Linux;Acsone,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
hr,hr_employee_lastnames,Human Resources,Vauxoo,AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.2,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-22,,,,
hr,hr_employee_medical_examination,,Creu Blanca,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.1.0,17.0.1.1.0,18.0.1.1.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
hr,hr_employee_partner_external,Human Resources,Stefano Consolaro Associazione PNLUG - Gruppo Odoo,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
hr,hr_employee_phone_extension,Human Resources,Savoir-faire Linux,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
hr,hr_employee_phone_pin,Human Resources,Binhex,AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.0,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-22,,,,
hr,hr_employee_ppe,Human Resources,Escodoo,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
hr,hr_employee_relative,Human Resources,CorporateHub,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.1,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
hr,hr_employee_second_lastname,Human Resources,Vauxoo,AGPL-3,1,0,1,1,1,0,,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,17.0.1.0.2,18.0.1.0.1,19.0.1.0.1,,,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,,2026-08-20,2026-08-19,2026-08-19,
hr,hr_employee_service,Human Resources,CorporateHub,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
hr,hr_employee_service_contract,Human Resources,CorporateHub,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
hr,hr_employee_ssn,Human Resources,CorporateHub,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-21,2026-08-19,,
